Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
21/05/2020,Tamil Nadu,372532,Samples Sent,13967,357898,667,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21-05-20-COVID-19-6-PM.pdf,,https://t.me/indiacovid/5256,,,,27,
22/05/2020,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
19/04/2020,Telangana,14962,Samples Collected,858,14104,768,,,,,,,,,,https://t.me/indiacovid/2688?single,,,5.73%,37.69,37688,17,37220000
28/04/2020,Telangana,19063,Tested,1009,,,,,,,,,,,,https://www.thehindu.com/news/national/telangana/accuracy-of-tests-more-in-telangana-eatala/article31456895.ece,,,5.29%,48.02,48018,19,37220000
29/04/2020,Telangana,19278,Tested,1016,,,,,,,,,,,,http://124.124.103.93/COVID/home.htm,,https://covid19.telangana.gov.in/,5.27%,48.56,48559,19,37220000
16/05/2020,Telangana,23388,Tested,1551,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/42,,https://twitter.com/TelanganaHealth/status/1262044460831178753?s=09,6.63%,58.91,58912,15,37220000
17/05/2020,Telangana,23388,Tested,1551,,,,,,,,,,,,,,,6.63%,58.91,58912,15,37220000
11/04/2020,Tripura,337,Tested,2,335,,,,,,,,,,,https://m.facebook.com/story.php?story_fbid=2415546905213637&id=632536300181382,,,0.59%,0.85,849,169,3992000
15/04/2020,Tripura,738,Tested,2,,,,,,,,,,,,https://www.facebook.com/bjpbiplab/posts/2424173307684330,,,0.27%,1.86,1859,369,3992000
16/04/2020,Tripura,762,Tested,2,760,,,,,,,,,,,https://t.me/indiacovid/2466,,,0.26%,1.92,1919,381,3992000
21/04/2020,Tripura,2604,Tested,2,2602,,,,,,,,,,,https://t.me/indiacovid/2898?single,,,0.08%,6.56,6559,1302,3992000
22/04/2020,Tripura,3215,Tested,2,3123,,,,,,,,,,,https://t.me/indiacovid/2983?single,,,0.06%,8.10,8098,1608,3992000
01/05/2020,Tripura,4828,Tested,3,4825,,,,,,,,,,,https://tripura.gov.in/covid-test,,,0.06%,12.16,12161,1609,3992000
02/05/2020,Tripura,4955,Tested,5,4950,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,0.10%,12.48,12481,991,3992000
03/05/2020,Tripura,5162,Tested,5,5157,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,0.10%,13.00,13003,1032,3992000
04/05/2020,Tripura,5394,Tested,17,5377,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,0.32%,13.59,13587,317,3992000
05/05/2020,Tripura,5850,Tested,30,5820,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,0.51%,14.74,14736,195,3992000
06/05/2020,Tripura,6228,Tested,43,6185,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,0.69%,15.69,15688,145,3992000
07/05/2020,Tripura,6917,Tested,89,6828,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,1.29%,17.42,17423,78,3992000
08/05/2020,Tripura,7448,Tested,89,7359,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,1.19%,18.76,18761,84,3992000
09/05/2020,Tripura,8340,Tested,119,8221,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,1.43%,21.01,21008,70,3992000
10/05/2020,Tripura,9091,Tested,136,8955,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,1.50%,22.90,22899,67,3992000
11/05/2020,Tripura,9596,Tested,154,9442,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,1.60%,24.17,24171,62,3992000
12/05/2020,Tripura,10344,Tested,155,10189,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,1.50%,26.06,26055,67,3992000
13/05/2020,Tripura,11146,Tested,155,10991,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,1.39%,28.08,28076,72,3992000
14/05/2020,Tripura,11804,Tested,156,11648,,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,https://t.me/Covid19india_Auxiliary_Test_Data/5,1.32%,29.73,29733,76,3992000
15/05/2020,Tripura,12561,Tested,156,12405,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/19,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.24%,31.64,31640,81,3992000
16/05/2020,Tripura,13178,Tested,167,13011,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/30,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.27%,33.19,33194,79,3992000
17/05/2020,Tripura,13750,Tested,167,13583,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/41,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.21%,34.63,34635,82,3992000
18/05/2020,Tripura,14286,Tested,167,14119,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/49,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.17%,35.98,35985,86,3992000
19/05/2020,Tripura,15083,Tested,169,14914,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/64,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.12%,37.99,37992,89,3992000
20/05/2020,Tripura,15822,Tested,173,15694,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/79,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,1.09%,39.85,39854,91,3992000
21/05/2020,Tripura,16873,Tested,173,16610,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/97,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,,98,
05/04/2020,Uttar Pradesh,5255,Samples Sent,278,4796,181,,,,,,,,,,WA circular :/,,,5.29%,13.24,13237,19,224979000
05/04/2020,Uttar Pradesh,5255,Samples Sent,278,4796,179,,3927,Institutional,,,,,,,,,,5.29%,13.24,13237,19,224979000
09/04/2020,Uttar Pradesh,8402,Samples Sent,410,7898,94,,8671,Institutional,,,,,,,https://t.me/c/1428198946/1789,,,4.88%,21.16,21164,20,224979000
10/04/2020,Uttar Pradesh,9332,Samples Sent,433,8798,101,,8771,Institutional,,,,,,,https://t.me/c/1428198946/1831,,,4.64%,23.51,23506,22,224979000
11/04/2020,Uttar Pradesh,10595,Samples Sent,452,10012,131,,8084,Institutional,,,,,,,https://t.me/c/1428198946/1882,,,4.27%,26.69,26688,23,224979000
12/04/2020,Uttar Pradesh,11855,Samples Sent,483,11250,122,,8836,Institutional,,,,,,,https://t.me/indiacovid/2132,,,4.07%,29.86,29861,25,224979000
13/04/2020,Uttar Pradesh,13287,Samples Sent,558,12542,177,,9274,Institutional,,,,,,,https://t.me/indiacovid/2199,,,4.20%,33.47,33469,24,224979000
14/04/2020,Uttar Pradesh,15914,Samples Sent,660,15134,120,,10661,Institutional,,,,,,,https://t.me/indiacovid/2294?single,,,4.15%,40.09,40086,24,224979000
15/04/2020,Uttar Pradesh,19506,Samples Sent,727,18595,184,,10952,Institutional,,,,,,,https://t.me/indiacovid/2356,,,3.73%,49.13,49134,27,224979000
16/04/2020,Uttar Pradesh,21384,Samples Sent,805,20374,205,,,,,,,,,,https://t.me/indiacovid/2448,,,3.76%,53.86,53864,27,224979000
17/04/2020,Uttar Pradesh,24643,Samples Sent,849,23648,146,,10841,Institutional,,,,,,,https://t.me/indiacovid/2504?single,,,3.45%,62.07,62073,29,224979000
18/04/2020,Uttar Pradesh,28484,Samples Sent,974,27262,248,,10234,Institutional,,,,,,,https://t.me/indiacovid/2588,,,3.42%,71.75,71748,29,224979000
19/04/2020,Uttar Pradesh,31767,Samples Sent,1100,,,,,,,,,,,,https://t.me/c/1248471072/11950,,,3.46%,80.02,80018,29,224979000
20/04/2020,Uttar Pradesh,34326,Samples Sent,1184,32874,268,,10800,Institutional,,,,,,,https://twitter.com/ANINewsUP/status/1252244640079556609?s=09,,,3.45%,86.46,86463,29,224979000
21/04/2020,Uttar Pradesh,37933,Samples Sent,1337,36378,218,,11871,Institutional,,,,,,,https://twitter.com/ANINewsUP/status/1252619570222731265?s=19,,,3.52%,95.55,95549,28,224979000
22/04/2020,Uttar Pradesh,42192,Samples Sent,1449,40263,480,,,,,,,,,,https://twitter.com/ANINewsUP/status/1252986461911052289/photo/1,,,3.43%,106.28,106277,29,224979000
23/04/2020,Uttar Pradesh,45483,Samples Sent,1510,43495,478,,12032,Institutional,,,,,,,https://t.me/indiacovid/3039?single,,,3.32%,114.57,114567,30,224979000
24/04/2020,Uttar Pradesh,53166,Samples Sent,1621,51161,384,,11936,Institutional,,,,,,,https://t.me/indiacovid/3111?single,,,3.05%,133.92,133919,33,224979000
25/04/2020,Uttar Pradesh,56851,Samples Sent,1793,54216,842,,11715,Institutional,,,,,,,https://t.me/indiacovid/3193?single,,,3.15%,143.20,143202,32,224979000
26/04/2020,Uttar Pradesh,61799,Samples Sent,1873,58492,984,,11363,Institutional,,,,,,,https://twitter.com/qazifarazahmad/status/1254434010375131138?s=19,,,3.03%,155.66,155665,33,224979000
27/04/2020,Uttar Pradesh,67145,Samples Sent,1896,64139,1020,,11725,Institutional,,,,,,,https://t.me/indiacovid/3405,,,2.82%,169.13,169131,35,224979000
28/04/2020,Uttar Pradesh,70307,Samples Sent,2053,67266,988,,11487,Institutional,,,,,,,https://t.me/indiacovid/3474,,,2.92%,177.10,177096,34,224979000
29/04/2020,Uttar Pradesh,73716,Samples Sent,2134,70436,1146,,11748,Institutional,,,,,,,https://t.me/indiacovid/3542,,,2.89%,185.68,185683,35,224979000
30/04/2020,Uttar Pradesh,78013,Samples Sent,2211,74864,938,,11782,Institutional,,,,,,,https://t.me/indiacovid/3626,,,2.83%,196.51,196506,35,224979000
01/05/2020,Uttar Pradesh,82459,Samples Sent,2328,79091,1040,,11769,Institutional,,,,,,,https://t.me/indiacovid/3728?single,,,2.82%,207.71,207705,35,224979000
02/05/2020,Uttar Pradesh,85729,Samples Sent,2487,82356,886,,11518,Institutional,,,,,,,https://t.me/indiacovid/3837?single,,,2.90%,215.94,215942,34,224979000
03/05/2020,Uttar Pradesh,95841,Samples Sent,2645,91828,1008,,11049,Institutional,,,,,,,https://t.me/indiacovid/3941?single,,,2.76%,241.41,241413,36,224979000
04/05/2020,Uttar Pradesh,98300,Samples Sent,2766,94682,852,,10970,Institutional,,,,,,,https://t.me/indiacovid/4016?single,,,2.81%,247.61,247607,36,224979000
05/05/2020,Uttar Pradesh,105234,Samples Sent,2880,101389,965,,11003,Institutional,,,,,,,https://t.me/indiacovid/4075,,,2.74%,265.07,265073,37,224979000
06/05/2020,Uttar Pradesh,109888,Samples Sent,2998,106043,847,,10797,Institutional,,,,,,,https://t.me/indiacovid/4163,,,2.73%,276.80,276796,37,224979000
07/05/2020,Uttar Pradesh,113670,Samples Sent,3071,109628,971,,9575,Institutional,,,,,,,https://t.me/indiacovid/4195,,,2.70%,286.32,286322,37,224979000
08/05/2020,Uttar Pradesh,119688,Samples Sent,3214,115646,828,,8722,Institutional,,,,,,,https://twitter.com/ANINewsUP/status/1258781538587758599?s=19,,https://t.me/indiacovid/4299?single,2.69%,301.48,301481,37,224979000
09/05/2020,Uttar Pradesh,124791,Samples Sent,3373,120764,654,,9003,Institutional,,,,,,,https://t.me/indiacovid/4398?single,,,2.70%,314.34,314335,37,224979000
10/05/2020,Uttar Pradesh,129955,Samples Sent,3467,125696,792,,8952,Institutional,,,,,,,https://t.me/indiacovid/4485,,,2.67%,327.34,327343,37,224979000
11/05/2020,Uttar Pradesh,135760,Samples Sent,3573,131293,894,,9515,Institutional,,,,,,,https://t.me/indiacovid/4555?single,,,2.63%,341.96,341965,38,224979000
12/05/2020,Uttar Pradesh,140166,Samples Sent,3664,135754,748,,9384,Institutional,,,,,,,https://t.me/indiacovid/4634?single,,,2.61%,353.06,353063,38,224979000
13/05/2020,Uttar Pradesh,145637,Samples Sent,3578,141068,811,,9510,Institutional,,,,,,,https://t.me/indiacovid/4705?single,,,2.46%,366.84,366844,41,224979000
14/05/2020,Uttar Pradesh,153139,Samples Sent,3902,147755,1482,,9911,Institutional,,,,,,,https://t.me/indiacovid/4767,,,2.55%,385.74,385741,39,224979000
15/05/2020,Uttar Pradesh,159282,Samples Sent,4057,153588,1637,,9879,Institutional,,,,,,,https://t.me/indiacovid/4823?single,,,2.55%,401.21,401214,39,224979000
16/05/2020,Uttar Pradesh,163105,Samples Sent,4258,157001,1846,,10201,Institutional,,,,,,,https://t.me/indiacovid/4903?single,,,2.61%,410.84,410844,38,224979000
17/05/2020,Uttar Pradesh,172219,Samples Sent,4464,165832,1923,,10601,Institutional,,,,,,,https://t.me/indiacovid/4984?single,,,2.59%,433.80,433801,39,224979000
18/05/2020,Uttar Pradesh,176479,Samples Sent,4605,170132,1742,,10983,Institutional,,,,,,,https://t.me/indiacovid/5065?single,,,2.61%,444.53,444531,38,224979000
19/05/2020,Uttar Pradesh,182184,Samples Sent,4926,175412,1846,,12427,Institutional,,,,,,,https://t.me/indiacovid/5132?single,,,2.70%,458.90,458902,37,224979000
20/05/2020,Uttar Pradesh,191164,Samples Sent,5175,184209,1780,,13178,Institutional,,,,,,,https://t.me/indiacovid/5225?single,,,2.71%,481.52,481521,37,224979000
21/05/2020,Uttar Pradesh,206811,Samples Sent,5515,199469,1827,,11782,Institutional,,,,,,,https://t.me/indiacovid/5279?single,,,,,,,
02/04/2020,Uttarakhand,678,Samples Sent,7,554,117,,,,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1666257713623931/2556543367928690/?type=3&theater,,,1.03%,1.71,1708,97,11141000
07/04/2020,Uttarakhand,1289,Samples Sent,32,1092,165,,,,,,,,,,,,,2.48%,3.25,3247,40,11141000
09/04/2020,Uttarakhand,1531,Samples Sent,35,1235,261,,1637,Institutional,,,,,,,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_9_April_2020_8.00PM.pdf,,,2.29%,3.86,3856,44,11141000
10/04/2020,Uttarakhand,1688,Samples Sent,35,1320,333,,3770,Institutional,,,,,,478,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_10_April_2020__5_PM.pdf,,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.07%,4.25,4252,48,11141000
11/04/2020,Uttarakhand,1705,Samples Sent,35,1340,330,,2693,Institutional,,,,,,480,http://health.uk.gov.in/files/11.04.2020_Daily_Bulletin.pdf,,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.05%,4.29,4295,49,11141000
12/04/2020,Uttarakhand,1820,Samples Sent,35,1452,333,,1823,Institutional,,,,,,448,https://m.facebook.com/UKMedicalHealth/photos/pcb.2564454990470861/2564454917137535/?type=3&source=49,,,1.92%,4.58,4584,52,11141000
13/04/2020,Uttarakhand,1998,Samples Sent,35,1665,298,,1814,Institutional,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2565229507060076/?type=3&theater,,,1.75%,5.03,5033,57,11141000
14/04/2020,Uttarakhand,2174,Samples Sent,35,1838,305,,1818,Institutional,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/rpp.1665195163730186/2566043650311995/?type=3&theater,,,1.61%,5.48,5476,62,11141000
15/04/2020,Uttarakhand,2413,Samples Sent,37,2022,354,,1833,Institutional,,,,,,,http://health.uk.gov.in/files/Corrected-15-04-2020-Health-Bulletin.pdf,,,1.53%,6.08,6078,65,11141000
16/04/2020,Uttarakhand,2593,Samples Sent,37,2210,346,,1898,Institutional,,,,,,353,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2567811600135200/?type=3&source=48&__tn__=EH-R,,,1.43%,6.53,6531,70,11141000
17/04/2020,Uttarakhand,2831,Samples Sent,40,2420,371,,1848,Institutional,,,,,,420,https://m.facebook.com/story.php?story_fbid=2568731796709847&id=1665195163730186&__tn__=%2As%2As-R,,,1.41%,7.13,7131,71,11141000
18/04/2020,Uttarakhand,3158,Samples Sent,42,2710,406,,2041,Institutional,,,,,,446,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2569600566622970/?type=3,,,1.33%,7.95,7955,75,11141000
19/04/2020,Uttarakhand,3344,Samples Sent,44,3046,255,,2153,Institutional,,,,,,,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2570573469859013/?type=3&source=48,,,1.32%,8.42,8423,76,11141000
20/04/2020,Uttarakhand,3677,Samples Sent,46,3228,469,,1818,Institutional,,,,,,,http://health.uk.gov.in/files/2020.04.20_Health_Bulletin.pdf,,,1.25%,9.26,9262,80,11141000
21/04/2020,Uttarakhand,4061,Samples Sent,46,3445,570,,2101,Institutional,,,,,,,http://health.uk.gov.in/files/2020.04.21_Health_Bulletin.pdf,,,1.13%,10.23,10229,88,11141000
22/04/2020,Uttarakhand,4275,Samples Sent,46,3664,,,,,,856,498,189,,,http://health.uk.gov.in/files/2020.04.22_Health_Bulletin_Summary.pdf,,,1.08%,10.77,10768,93,11141000
23/04/2020,Uttarakhand,4473,Samples Sent,47,3879,265,,2565,Institutional,,,,,,,http://health.uk.gov.in/files/2020.04.23_Health_Bulletin.pdf,,,1.05%,11.27,11267,95,11141000
24/04/2020,Uttarakhand,4767,Samples Sent,48,4239,327,,,,,,,,,,http://health.uk.gov.in/files/2020.04.24_Health_Bulletin.pdf,,,1.01%,12.01,12008,99,11141000
25/04/2020,Uttarakhand,5194,Samples Sent,48,4423,411,,,,,,,,,,https://twitter.com/ANI/status/1254054806567751680,,,0.92%,13.08,13083,108,11141000
26/04/2020,Uttarakhand,5277,Samples Sent,50,4675,348,,,,,,,,,,http://health.uk.gov.in/files/2020.04.26_Health_Bulletin.pdf,,,0.95%,13.29,13292,106,11141000
27/04/2020,Uttarakhand,5463,Samples Sent,51,4912,299,,,,,,,,,,http://health.uk.gov.in/files/2020.04.27_Health_Bulletin.pdf,,,0.93%,13.76,13761,107,11141000
28/04/2020,Uttarakhand,5739,Samples Sent,52,5212,284,,,,,,,,,,https://twitter.com/ANI/status/1255131631137943552?s=09,,,0.91%,14.46,14456,110,11141000
29/04/2020,Uttarakhand,6046,Samples Sent,54,5547,208,,2218,Facility,,,,,,,http://health.uk.gov.in/files/Health_Bulletin_2020.04.29.pdf,,,0.89%,15.23,15229,112,11141000
30/04/2020,Uttarakhand,6565,Samples Sent,57,6100,252,,2221,Facility,,,,,,,http://health.uk.gov.in/files/2020.04.30_Health_Bulletin.pdf,,,0.87%,16.54,16537,115,11141000
01/05/2020,Uttarakhand,7042,Samples Sent,57,6533,192,,2307,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.01_Health_Bulletin.pdf,,,0.81%,17.74,17738,124,11141000
02/05/2020,Uttarakhand,7369,Samples Sent,59,6786,258,,2862,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.02_Health_Bulletin.pdf,,,0.80%,18.56,18562,125,11141000
03/05/2020,Uttarakhand,7578,Samples Sent,60,6986,266,,2715,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.03_Health_Bulletin.pdf,,,0.79%,19.09,19088,126,11141000
04/05/2020,Uttarakhand,7806,Samples Sent,60,7134,346,,2715,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.04_Health_Bulletin.pdf,,,0.77%,19.66,19662,130,11141000
05/05/2020,Uttarakhand,8060,Samples Sent,61,7357,367,,2464,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.05_Health_Bulletin.pdf,,,0.76%,20.30,20302,132,11141000
06/05/2020,Uttarakhand,8346,Samples Sent,61,7698,286,,2452,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.06_Health_Bulletin.pdf,,,0.73%,21.02,21023,137,11141000
07/05/2020,Uttarakhand,8783,Samples Sent,61,8138,257,,3110,Facility,,,,,,,https://twitter.com/ANI/status/1258329513764757504?s=19,,https://t.me/indiacovid/4177,0.69%,22.12,22123,144,11141000
08/05/2020,Uttarakhand,9116,Samples Sent,61,8485,230,,2687,Facility,,,,,,,https://t.me/indiacovid/4250,,,0.67%,22.96,22962,149,11141000
09/05/2020,Uttarakhand,9386,Samples Sent,67,8659,280,,2801,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.09_Health_Bulletin.pdf,,,0.71%,23.64,23642,140,11141000
10/05/2020,Uttarakhand,9668,Samples Sent,68,8990,194,,2514,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.10_Health_Bulletin.pdf,,https://t.me/indiacovid/4439,0.70%,24.35,24353,142,11141000
11/05/2020,Uttarakhand,9915,Samples Sent,68,9151,245,,2846,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.11_Health_Bulletin.pdf,,,0.69%,24.97,24975,146,11141000
12/05/2020,Uttarakhand,10471,Samples Sent,68,9390,436,,2805,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.12_Health_Bulletin.pdf,,,0.65%,26.38,26375,154,11141000
13/05/2020,Uttarakhand,10792,Samples Sent,70,9750,338,,2935,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.13_Health_Bulletin.pdf,,,0.65%,27.18,27184,154,11141000
14/05/2020,Uttarakhand,11294,Samples Sent,75,10157,386,,3600,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.14_Health_Bulletin.pdf,,https://t.me/indiacovid/4731,0.66%,28.45,28448,151,11141000
15/05/2020,Uttarakhand,12045,Samples Sent,79,10523,634,,4015,Facility,,,,,,,https://t.me/indiacovid/4796,,,0.66%,30.34,30340,152,11141000
16/05/2020,Uttarakhand,12597,Samples Sent,88,10990,680,,4660,Facility,,,,,,,https://t.me/indiacovid/4856?single,,,0.70%,31.73,31730,143,11141000
17/05/2020,Uttarakhand,13212,Samples Sent,92,11316,951,,4918,Facility,,,,,,,https://twitter.com/ANI/status/1261943540193431552,,,0.70%,33.28,33280,144,11141000
18/05/2020,Uttarakhand,13870,Samples Sent,93,11812,1087,,6902,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.18_Health_Bulletin_1.pdf,,https://t.me/Covid19india_Auxiliary_Test_Data/55,0.67%,34.94,34937,149,11141000
19/05/2020,Uttarakhand,14691,Samples Sent,104,12242,1456,,5662,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.19_Health_Bulletin.pdf,,https://t.me/indiacovid/5109,0.71%,37.01,37005,141,11141000
20/05/2020,Uttarakhand,15503,Samples Sent,120,12945,1538,,5652,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.20_Health_Bulletin.pdf,,,0.77%,39.05,39050,129,11141000
21/05/2020,Uttarakhand,16528,Samples Sent,132,13808,1612,,4157,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.21_Health_Bulletin.pdf,,,,,,,
22/05/2020,Uttarakhand,18008,Samples Sent,151,14960,1968,,13172,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.22_Health_Bulletin.pdf,,https://t.me/indiacovid/5316,,,,,
23/05/2020,Uttarakhand,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,West Bengal,659,Tested,37,568,54,,,,,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.04_.2020_.pdf,,,5.61%,1.66,1660,18,96906000
04/04/2020,West Bengal,1042,Tested,,,,,,,,,,,,,,,,0.00%,2.62,2625,,96906000
06/04/2020,West Bengal,1301,Tested,,,,6889,,Institutional,4010,,,,,21775,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_06.04_.2020(1)_.pdf,,,0.00%,3.28,3277,,96906000
07/04/2020,West Bengal,1487,Tested,,,,7997,,Institutional,4394,,,,,23969,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_07.04_.2020_.pdf,,,0.00%,3.75,3746,,96906000
09/04/2020,West Bengal,1889,Tested,,,,9905,,Institutional,5188,,,,,26025,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_09.04_.2020_.pdf,,,0.00%,4.76,4758,,96906000
10/04/2020,West Bengal,2095,Tested,,,,10468,,Institutional,5638,,,,,27068,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_10.04_.2020_.pdf,,,0.00%,5.28,5277,,96906000
11/04/2020,West Bengal,2286,Tested,126,,,10609,,Institutional,6329,,,,,28021,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_11.04_.2020_.pdf,,https://www.mohfw.gov.in/,5.51%,5.76,5758,18,96906000
12/04/2020,West Bengal,2523,Tested,134,,,10730,,Institutional,6734,,,,,29168,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_12.04_.2020_.pdf,,https://www.mohfw.gov.in/,5.31%,6.36,6355,19,96906000
13/04/2020,West Bengal,2793,Tested,152,,,11039,,Institutional,7081,,,,,30221,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_13.04_.2020_.pdf,,https://www.mohfw.gov.in/,5.44%,7.04,7035,18,96906000
